"","ID","Orig","NumAv","NumUp","NumDn","ChangeUp","ChangeDn","ChangeBt","Gender","Age","LocUS"
"436"," 436","Laurel",50,50,50,1,1,1,"M","30","West"
"437"," 437","Yanney",,,,1,0,0,"M","30",""
"438"," 438","Laurel",,42,,1,1,1,"M","25","Northeast"
"439"," 439","Laurel",38,38,38,1,1,1,"M","30","Southwest"
"440"," 440","Laurel",39,40,38,1,1,1,"M","35",""
"441"," 441","Yanney",41,48,34,1,1,1,"M","35",""
"442"," 442","Laurel",46,46,46,1,1,1,"M","30",""
"443"," 443","Laurel",,,44,0,1,0,"M","25","West"
"444"," 444","Laurel",,,36,0,1,0,"M","30","Northeast"
"445"," 445","Yanney",,,,0,0,0,"M","30","Northeast"
"446"," 446","Laurel",,,,1,1,1,"M","25","West"
"447"," 447","Laurel",41,44,38,1,1,1,"M","25","Midwest"
"448"," 448","Laurel",,,,0,0,0,"M","35",""
"449"," 449","Yanney",,,,0,0,0,"M","30","Southeast"
"450"," 450","Laurel",,,32,0,1,0,"NB","25","West"
"451"," 451","Laurel",,,38,0,1,0,"M","30","Midwest"
"452"," 452","Laurel",44,48,40,1,1,1,"M","35","West"
"453"," 453","Laurel",45,48,42,1,1,1,"F","30","Northeast"
"454"," 454","Yanney",,,,0,0,0,"M","30","Southeast"
"455"," 455","Yanney",55,60,50,1,1,1,"M","25",""
"456"," 456","Laurel",43,44,42,1,1,1,"M","25","Southeast"
"457"," 457","Laurel",,,40,0,1,0,"M","25","Southeast"
"458"," 458","Laurel",40,40,40,1,1,1,"M","25","West"
"459"," 459","Yanney",44,48,40,1,1,1,"M","25","Southeast"
"460"," 460","Yanney",,,,0,0,0,"M","25","Southeast"
"461"," 461","Laurel",45,48,42,1,1,1,"F","30","Northeast"
"462"," 462","Laurel",44,46,42,1,1,1,"M","25",""
"463"," 463","Yanney",50,54,46,1,1,1,"M","25","Southwest"
"464"," 464","Laurel",,42,,1,0,0,"M",,""
"465"," 465","Yanney",45,54,36,1,1,1,"M","35",""
"466"," 466","Laurel",41,46,36,1,1,1,"M","25","West"
"467"," 467","Laurel",42,46,38,1,1,1,"M","35","West"
"468"," 468","Laurel",,,34,0,1,0,"M","30","Northeast"
"469"," 469","Laurel",38,40,36,1,1,1,"M","30","Hawaii, Alaska or other territory"
"470"," 470","Yanney",50,54,46,1,1,1,"M","25","Midwest"
"471"," 471","Laurel",,,32,0,1,0,"M","35","Southeast"
"472"," 472","Laurel",,,46,0,1,0,"M","30","West"
"473"," 473","Laurel",,40,,1,0,0,"M","25","West"
"474"," 474","Laurel",,,,0,0,0,"M","40","West"
"475"," 475","Laurel",,,,1,0,0,,,""
"476"," 476","Laurel",40,32,48,1,1,1,"F",,""
"477"," 477","Laurel",49,64,34,1,1,1,"M","25",""
"478"," 478","Laurel",,,32,0,1,0,"M","25","Southwest"
"479"," 479","Laurel",50,60,40,1,1,1,"F","25","West"
"480"," 480","Yanney",,,40,0,1,0,"M","30","Midwest"
"481"," 481","Yanney",,,,0,0,0,"M","25",""
"482"," 482","",,,,0,0,0,,,""
"483"," 483","Yanney",,,,0,0,0,"F","30",""
"484"," 484","Yanney",,64,,1,0,0,"M","45",""
"485"," 485","Yanney",58,64,52,1,1,1,"F","30","West"
"486"," 486","Laurel",,,44,1,1,1,"M","25","Midwest"
"487"," 487","Laurel",43,48,38,1,1,1,"F","30","West"
"488"," 488","Laurel",42,42,42,1,1,1,"M","30","Northeast"
"489"," 489","Yanney",,,,0,0,0,"M","25","Northeast"
"490"," 490","Yanney",,,,0,0,0,"M","25",""
"491"," 491","Laurel",,,,0,0,0,"M","30","West"
"492"," 492","Yanney",54,54,54,1,1,1,"M","25",""
"493"," 493","Laurel",,32,,1,0,0,"M","25","West"
"494"," 494","Yanney",40,42,38,1,1,1,"M","25","West"
"495"," 495","Yanney",47,44,50,1,1,1,"F","25","Southeast"
"496"," 496","Yanney",,,52,0,1,0,"M","40","West"
"497"," 497","Yanney",50,54,46,1,1,1,"M","30","Southeast"
"498"," 498","Laurel",,,,0,0,0,"M","25",""
"499"," 499","Yanney",,,,0,0,0,"M","18",""
"500"," 500","Laurel",,,40,1,1,1,"F","18","Southeast"
"501"," 501","Laurel",,,40,1,1,1,"F","18","Southeast"
"502"," 502","Yanney",48,56,40,1,1,1,"M","40","Southwest"
"503"," 503","Laurel",,,40,0,1,0,"M","30","Southeast"
"504"," 504","Yanney",57,58,56,1,1,1,"F","25","Southwest"
"505"," 505","Yanney",48,50,46,1,1,1,"F","35","Midwest"
"506"," 506","Laurel",,,66,1,1,1,"F","25","West"
"507"," 507","Yanney",42,46,38,1,1,1,"M","25",""
"508"," 508","Laurel",42,46,38,1,1,1,"M","25","West"
"509"," 509","Laurel",44,48,40,1,1,1,"M","35",""
"510"," 510","Laurel",,,,1,1,1,"M","25","West"
"511"," 511","Laurel",39,40,38,1,1,1,"F","25","West"
"512"," 512","Laurel",39,42,36,1,1,1,"M","25","West"
"513"," 513","Laurel",,66,,1,0,0,"F","25","West"
"514"," 514","Laurel",,,46,1,1,1,"M","30",""
"515"," 515","Laurel",38,42,34,1,1,1,"M","30","Northeast"
"516"," 516","Laurel",37,38,36,1,1,1,"M","30","Midwest"
"517"," 517","Laurel",42,44,40,1,1,1,"M","25","Southwest"
"518"," 518","Laurel",,,38,0,1,0,"M","25",""
"519"," 519","Laurel",36,40,32,1,1,1,"M","30",""
"520"," 520","Yanney",,,,0,0,0,"F","35","West"
"521"," 521","Laurel",49,56,42,1,1,1,"F","30",""
"522"," 522","Yanney",,,,0,0,0,"M","25",""
"523"," 523","Yanney",,,50,0,1,0,"M","30","West"
"524"," 524","Yanney",,,,0,0,0,"F","30",""
"525"," 525","Yanney",,,48,0,1,0,"M","35","West"
"526"," 526","Laurel",40,46,34,1,1,1,"M","40","Northeast"
"527"," 527","Laurel",41,44,38,1,1,1,"M","30","West"
"528"," 528","Laurel",42,42,42,1,1,1,"M","30","West"
"529"," 529","Yanney",,,,0,0,0,"F","30",""
"530"," 530","Yanney",43,48,38,1,1,1,,"30","Southeast"
"531"," 531","Laurel",50,60,40,1,1,1,"M","25",""
"532"," 532","Laurel",,,,0,0,0,"M","40","West"
"533"," 533","Laurel",43,44,42,1,1,1,"M","25",""
"534"," 534","Laurel",,,64,1,1,1,"M","40","West"
"535"," 535","Yanney",,,,0,0,0,"M","25","West"
"536"," 536","Laurel",39,40,38,1,1,1,"M","35",""
"537"," 537","Laurel",,,42,1,1,1,"F","18",""
"538"," 538","Laurel",41,46,36,1,1,1,"M","25","West"
"539"," 539","Yanney",55,60,50,1,1,1,,,""
"540"," 540","Laurel",42,50,34,1,1,1,"M","30","Midwest"
"541"," 541","Laurel",44,48,40,1,1,1,"M","40","Midwest"
"542"," 542","Laurel",44,46,42,1,1,1,"M","30","Northeast"
"543"," 543","Laurel",33,32,34,1,1,1,"M","30","West"
"544"," 544","Yanney",,,,0,0,0,"M","25",""
"545"," 545","Laurel",,,,0,0,0,"F","50",""
"546"," 546","Laurel",46,48,44,1,1,1,"M","25",""
"547"," 547","Yanney",,,,0,0,0,"M","25","Midwest"
"548"," 548","Laurel",,,,0,0,0,"M","30",""
"549"," 549","Laurel",40,40,40,1,1,1,"F","30","West"
"550"," 550","Laurel",,44,,1,0,0,"M","25","Midwest"
"551"," 551","Laurel",44,46,42,1,1,1,"M","45","West"
"552"," 552","Laurel",54,52,56,1,1,1,"M","25","Hawaii, Alaska or other territory"
"553"," 553","Laurel",,,,1,1,1,"M","30","West"
"554"," 554","Laurel",40,44,36,1,1,1,"M","30","Southwest"
"555"," 555","Laurel",,,38,0,1,0,"M","25","Midwest"
"556"," 556","Yanney",40,44,36,1,1,1,"M","25",""
"557"," 557","Yanney",,66,,1,0,0,"M","25",""
"558"," 558","Laurel",,,42,0,1,0,"M","40","Midwest"
"559"," 559","Laurel",46,56,36,1,1,1,"M","25",""
"560"," 560","Yanney",,,40,0,1,0,"M","25","Southeast"
"561"," 561","Yanney",,,,0,0,0,,,""
"562"," 562","Yanney",45,54,36,1,1,1,"M","25",""
"563"," 563","Laurel",42,44,40,1,1,1,"M","25","West"
"564"," 564","Yanney",52,60,44,1,1,1,"M","30",""
"565"," 565","Laurel",,40,,1,0,0,"M","18",""
"566"," 566","Yanney",50,60,40,1,1,1,"F","25","West"
"567"," 567","Yanney",,52,,1,0,0,"M","25",""
"568"," 568","Yanney",,,62,0,1,0,"M","25","Northeast"
"569"," 569","Laurel",38,38,38,1,1,1,"F","30","Southeast"
"570"," 570","Laurel",,46,,1,0,0,"M","25",""
"571"," 571","Laurel",,,40,0,1,0,"F","30","Northeast"
"572"," 572","Laurel",,,36,0,1,0,"M","25","Midwest"
"573"," 573","Yanney",53,54,52,1,1,1,"M","25","West"
"574"," 574","Yanney",,,,0,0,0,"F","30",""
"575"," 575","Laurel",36,32,40,1,1,1,"F","25","Hawaii, Alaska or other territory"
"576"," 576","Laurel",45,48,42,1,1,1,"M","25","Southwest"
"577"," 577","Laurel",41,42,40,1,1,1,"M","30",""
"578"," 578","Laurel",38,38,38,1,1,1,"M","25",""
"579"," 579","Laurel",,,40,1,1,1,"M","30","West"
"580"," 580","Laurel",45,44,46,1,1,1,"M","30","Southwest"
"581"," 581","Laurel",46,50,42,1,1,1,"M","35","West"
"582"," 582","Yanney",56,58,54,1,1,1,"M","25",""
"583"," 583","Laurel",,,40,1,1,1,"M","30","West"
"584"," 584","Yanney",56,58,54,1,1,1,"M","25",""
"585"," 585","Laurel",36,32,40,1,1,1,"F","25",""
"586"," 586","Laurel",50,50,50,1,1,1,"M","30",""
"587"," 587","Laurel",,,,1,1,1,"M","18","West"
"588"," 588","Laurel",,,,0,0,0,"M","25","Midwest"
"589"," 589","Yanney",52,54,50,1,1,1,"F","25",""
"590"," 590","Yanney",,,,0,0,0,"M","45",""
"591"," 591","Laurel",32,32,32,1,1,1,"M","25","Southwest"
"592"," 592","Laurel",44,44,44,1,1,1,"M","30",""
"593"," 593","Yanney",51,54,48,1,1,1,"F","25","West"
"594"," 594","Yanney",,,,0,0,0,"M","25",""
"595"," 595","Laurel",,,36,0,1,0,"M","18","Northeast"
"596"," 596","Laurel",45,46,44,1,1,1,"M","30","Midwest"
"597"," 597","Laurel",,,40,1,1,1,"M","25",""
"598"," 598","Yanney",,56,,1,0,0,"M","18",""
"599"," 599","Laurel",,,,0,0,0,"M","25","Southwest"
"600"," 600","Laurel",39,44,34,1,1,1,"M","25","Northeast"
"601"," 601","Laurel",41,44,38,1,1,1,"M","25",""
"602"," 602","Yanney",,64,,1,0,0,"F","25","West"
"603"," 603","Laurel",,,64,1,1,1,"M","25","Midwest"
"604"," 604","Laurel",,,,0,0,0,"M","25","Southwest"
"605"," 605","Laurel",40,42,38,1,1,1,"M","40","Northeast"
"606"," 606","Laurel",,,,0,0,0,"M","25","Southeast"
"607"," 607","Laurel",,,34,0,1,0,"M","25","Midwest"
"608"," 608","Laurel",41,42,40,1,1,1,"M","25","West"
"609"," 609","Yanney",48,48,48,1,1,1,"M","18",""
"610"," 610","Laurel",46,52,40,1,1,1,"M","55",""
"611"," 611","Yanney",,,,0,0,0,"F","18",""
"612"," 612","Yanney",,,,0,0,0,"M","30","Northeast"
"613"," 613","Laurel",,,40,0,1,0,"M","25","Southeast"
"614"," 614","Laurel",,,44,0,1,0,"M","25",""
"615"," 615","Laurel",,,,0,1,0,"M","30","West"
"616"," 616","Laurel",50,40,60,1,1,1,"M","25","West"
"617"," 617","Yanney",,,,0,0,0,"M","40","West"
"618"," 618","Laurel",,,46,1,1,1,"F","25","Southeast"
"619"," 619","Laurel",,,,0,0,0,"M","25","Hawaii, Alaska or other territory"
"620"," 620","Laurel",,38,,1,0,0,"M","25",""
"621"," 621","Yanney",,,,0,0,0,"M","30",""
"622"," 622","Yanney",51,54,48,1,1,1,"F","25","Midwest"
"623"," 623","Yanney",,,,0,0,0,"M","35",""
"624"," 624","Yanney",,,,0,0,0,"F","25",""
"625"," 625","Laurel",41,42,40,1,1,1,"M","30","Northeast"
"626"," 626","Yanney",,,32,1,1,1,"NB","40","Midwest"
"627"," 627","Yanney",,,,0,0,0,"M","30","Midwest"
"628"," 628","Laurel",44,44,44,1,1,1,"M","35","Southwest"
"629"," 629","Yanney",,,40,1,1,1,"M","40","Northeast"
"630"," 630","Laurel",39,44,34,1,1,1,"M","25","Northeast"
"631"," 631","Yanney",,,40,1,1,1,"M","40","Northeast"
"632"," 632","Laurel",,,40,0,1,0,"M","40","Southwest"
"633"," 633","Yanney",41,50,32,1,1,1,"M","25",""
"634"," 634","Yanney",,42,,1,0,0,"M","25","Northeast"
"635"," 635","Laurel",42,44,40,1,1,1,"M","25","Southwest"
"636"," 636","Laurel",44,48,40,1,1,1,"F","30","Midwest"
"637"," 637","Yanney",,56,,1,0,0,"F","30","Southwest"
"638"," 638","Laurel",,,44,1,1,1,"M","25","Midwest"
"639"," 639","Yanney",54,58,50,1,1,1,"M","25",""
"640"," 640","Laurel",,,,1,0,0,"F","35","Southwest"
"641"," 641","Laurel",42,46,38,1,1,1,"Prefer not to say","35","Southwest"
"642"," 642","Laurel",40,46,34,1,1,1,"M","30","West"
"643"," 643","Yanney",,,,0,0,0,"M","25",""
"644"," 644","Laurel",,,42,1,1,1,"M","35","Southeast"
"645"," 645","Laurel",,46,,1,0,0,"M","25","West"
"646"," 646","Yanney",,,,1,0,0,"M","25",""
"647"," 647","Yanney",,,58,0,1,0,"M","30",""
"648"," 648","Laurel",,,36,0,1,0,"M","40","Southwest"
"649"," 649","Yanney",51,54,48,1,1,1,"M","25","Midwest"
"650"," 650","Laurel",,,,0,0,0,"M","30","Northeast"
"651"," 651","Laurel",,,46,1,1,1,"M","30","West"
"652"," 652","Laurel",38,34,42,1,1,1,"M","25",""
"653"," 653","Laurel",40,42,38,1,1,1,"M","25","West"
"654"," 654","Yanney",46,46,46,1,1,1,"F","35","Southwest"
"655"," 655","Laurel",,,,0,0,0,"M",,"Hawaii, Alaska or other territory"
"656"," 656","Yanney",46,42,50,1,1,1,,,""
"657"," 657","Laurel",,44,,1,1,1,"M",,""
"658"," 658","Yanney",,,54,0,1,0,"M","25","Midwest"
"659"," 659","Laurel",39,44,34,1,1,1,"M","25",""
"660"," 660","Laurel",,,,0,0,0,"M","30","Northeast"
"661"," 661","Laurel",,,,0,0,0,"M","25",""
"662"," 662","Laurel",38,36,40,1,1,1,"M","25","Northeast"
"663"," 663","Laurel",50,60,40,1,1,1,"M","35","West"
"664"," 664","Laurel",,,,0,0,0,"M","35","West"
"665"," 665","Yanney",,,60,0,1,0,"F","25",""
"666"," 666","Yanney",,,,0,0,0,"M","25",""
"667"," 667","Laurel",,,,1,1,1,"M","25",""
"668"," 668","Laurel",35,38,32,1,1,1,"M","30",""
"669"," 669","Laurel",,,,1,0,0,,,""
"670"," 670","Laurel",,,,0,0,0,,,""
"671"," 671","Laurel",,,36,0,1,0,"M",,""
"672"," 672","Laurel",,,,0,0,0,"M","25","West"
"673"," 673","Laurel",,,32,1,1,1,"M","35",""
"674"," 674","Laurel",41,46,36,1,1,1,"M","30","West"
"675"," 675","Yanney",51,52,50,1,1,1,"M","30",""
"676"," 676","Yanney",44,46,42,1,1,1,"M","25","Southwest"
"677"," 677","Yanney",53,58,48,1,1,1,"M",,"West"
"678"," 678","Laurel",,40,,1,0,0,"M","25",""
"679"," 679","Yanney",,60,,1,0,0,"M","18",""
"680"," 680","Yanney",47,56,38,1,1,1,"M","18","West"
"681"," 681","",,,,0,0,0,,,"West"
"682"," 682","Yanney",48,64,32,1,1,1,"M","40",""
"683"," 683","Laurel",50,36,64,1,1,1,,"25","West"
"684"," 684","Laurel",38,38,38,1,1,1,"M","18","West"
"685"," 685","Laurel",39,42,36,1,1,1,"M","25","West"
"686"," 686","Yanney",,,34,0,1,0,"M","30","West"
"687"," 687","Yanney",,,36,1,1,1,"M","30","Northeast"
"688"," 688","Yanney",60,62,58,1,1,1,"F","30","West"
"689"," 689","Yanney",42,42,42,1,1,1,"M","25",""
"690"," 690","Laurel",,,40,0,1,0,"M","25","West"
"691"," 691","Yanney",,,,0,0,0,"M","30","Southwest"
"692"," 692","Laurel",,,32,1,1,1,"M","25",""
"693"," 693","Yanney",44,44,44,1,1,1,"M","25",""
"694"," 694","Laurel",42,42,42,1,1,1,"M","25","West"
"695"," 695","Yanney",,60,,1,0,0,"M","30","West"
"696"," 696","Yanney",,,,0,0,0,,,"West"
"697"," 697","Yanney",,,,0,1,0,"M","25","West"
"698"," 698","Laurel",40,40,40,1,1,1,"M","35","Northeast"
"699"," 699","Laurel",39,38,40,1,1,1,"M","35","Southeast"
"700"," 700","Laurel",,,,1,0,0,"M","25","Midwest"
"701"," 701","Yanney",,,,0,0,0,"M",,"West"
"702"," 702","Yanney",,,,0,0,0,"M","25","West"
"703"," 703","Yanney",,,,0,0,0,"Prefer not to say",,"Midwest"
"704"," 704","Yanney",,,,0,0,0,"M","45","Hawaii, Alaska or other territory"
"705"," 705","Yanney",,,,0,0,0,"F","30",""
"706"," 706","Yanney",,,,0,0,0,"M","25","Southeast"
"707"," 707","Yanney",52,38,66,1,1,1,"M","25","Northeast"
"708"," 708","Laurel",40,44,36,1,1,1,"M","25","Northeast"
"709"," 709","Laurel",,,32,0,1,0,"M","25","West"
"710"," 710","Laurel",41,44,38,1,1,1,"M","30",""
"711"," 711","Laurel",39,40,38,1,1,1,"M","25",""
"712"," 712","Yanney",47,54,40,1,1,1,"Prefer not to say",,""
"713"," 713","Yanney",,,,0,0,0,"M","25","West"
"714"," 714","Yanney",47,44,50,1,1,1,"M","30","Northeast"
"715"," 715","Laurel",39,44,34,1,1,1,"M","25",""
"716"," 716","Yanney",51,52,50,1,1,1,"F","30","West"
"717"," 717","Yanney",51,52,50,1,1,1,"F","30","West"
"718"," 718","Laurel",,,38,0,1,0,"M","25","West"
"719"," 719","Laurel",39,42,36,1,1,1,"M","30",""
"720"," 720","Laurel",41,50,32,1,1,1,"M","25","Southeast"
"721"," 721","Laurel",,,32,0,1,0,"F","30",""
"722"," 722","Yanney",,,46,0,1,0,"M","30",""
"723"," 723","Laurel",,,,0,0,0,"M","25",""
"724"," 724","Yanney",47,52,42,1,1,1,"F","30","West"
"725"," 725","Laurel",,,40,0,1,0,"M","25",""
"726"," 726","Laurel",,,,0,0,0,"M","25","West"
"727"," 727","Laurel",,,44,1,1,1,"M","25","West"
"728"," 728","Laurel",37,38,36,1,1,1,"M","35","Northeast"
"729"," 729","Yanney",43,44,42,1,1,1,"F","25",""
"730"," 730","Laurel",,,42,1,1,1,"F","40","Southwest"
"731"," 731","Laurel",,,,0,0,0,,,""
"732"," 732","Laurel",,,34,1,1,1,"M","40","West"
"733"," 733","Laurel",,,62,1,1,1,"M","35",""
"734"," 734","Yanney",,50,,1,0,0,"M","30",""
"735"," 735","Laurel",,46,,1,0,0,"M","30",""
"736"," 736","Laurel",49,66,32,1,1,1,"M","50",""
"737"," 737","Laurel",,,32,0,1,0,"M","35",""
"738"," 738","Laurel",42,44,40,1,1,1,"M","25","West"
"739"," 739","Yanney",,,,0,0,0,"M",,""
"740"," 740","Laurel",,,36,0,1,0,"F","30",""
"741"," 741","Laurel",41,46,36,1,1,1,"F","25","West"
"742"," 742","Laurel",42,42,42,1,1,1,"M","25","West"
"743"," 743","Laurel",60,66,54,1,1,1,"M","30","West"
"744"," 744","Yanney",,,,0,0,0,"M","30",""
"745"," 745","Laurel",,,,0,0,0,"M","25",""
"746"," 746","Yanney",52,58,46,1,1,1,"M","25","West"
"747"," 747","Yanney",43,54,32,1,1,1,"M","25",""
"748"," 748","Laurel",46,42,50,1,1,1,"M","25",""
"749"," 749","Laurel",,,44,0,1,0,"M","30","Midwest"
"750"," 750","Laurel",50,48,52,1,1,1,"M","30","Hawaii, Alaska or other territory"
"751"," 751","Laurel",38,36,40,1,1,1,"M","25","Southeast"
"752"," 752","Laurel",,,32,0,1,0,"M","30",""
"753"," 753","Laurel",36,38,34,1,1,1,"M","25",""
"754"," 754","Laurel",,,,0,0,0,"M","25","Midwest"
"755"," 755","Laurel",,36,,1,0,0,"M","50","West"
"756"," 756","Laurel",,,38,0,1,0,"M","30","West"
"757"," 757","Yanney",43,44,42,1,1,1,"M","30",""
"758"," 758","Laurel",47,48,46,1,1,1,"M","25","Southwest"
"759"," 759","Laurel",43,44,42,1,1,1,"M","40","Hawaii, Alaska or other territory"
"760"," 760","Laurel",45,44,46,1,1,1,"M","25","Midwest"
"761"," 761","Laurel",,,44,1,1,1,"M","25",""
"762"," 762","Yanney",,,,0,0,0,"M","35","Midwest"
"763"," 763","Yanney",54,60,48,1,1,1,"M","30",""
"764"," 764","Yanney",,,,0,0,0,"M","25","West"
"765"," 765","",,50,,1,0,0,"M","30",""
"766"," 766","Yanney",,,32,0,1,0,"M","35",""
"767"," 767","Yanney",51,38,64,1,1,1,"M","30","Southwest"
"768"," 768","Laurel",41,44,38,1,1,1,"M","25","West"
"769"," 769","Laurel",,,,0,0,0,"M","25","Southeast"
"770"," 770","Yanney",49,50,48,1,1,1,"M","25",""
"771"," 771","Laurel",44,44,44,1,1,1,"M","30",""
"772"," 772","Laurel",,,36,0,1,0,"M","30","West"
"774"," 774","Laurel",40,40,40,1,1,1,"M","25",""
"775"," 775","Yanney",43,48,38,1,1,1,"M","35",""
"776"," 776","Yanney",41,48,34,1,1,1,"M","30",""
"777"," 777","Laurel",,,40,1,1,1,"M","18",""
"778"," 778","Yanney",51,58,44,1,1,1,"M","25","Southeast"
"779"," 779","Yanney",,,,0,0,0,"M","50",""
"780"," 780","Yanney",,,,0,0,0,"M","30",""
"781"," 781","Laurel",42,44,40,1,1,1,"M","25",""
"782"," 782","Laurel",,,40,1,1,1,"M","25",""
"783"," 783","Laurel",44,46,42,1,1,1,"M","35","West"
"784"," 784","Yanney",,,,1,0,0,"M","35",""
"785"," 785","Laurel",38,40,36,1,1,1,"M","25",""
"786"," 786","Yanney",,,,0,0,0,"M","25","West"
"787"," 787","Laurel",39,44,34,1,1,1,"M","25","West"
"788"," 788","Laurel",,40,,1,0,0,"M","25","West"
"789"," 789","Laurel",,,46,1,1,1,"M","35",""
"790"," 790","Laurel",38,32,44,1,1,1,"M","30",""
"791"," 791","Laurel",,,,0,0,0,"F","25",""
"792"," 792","Laurel",51,48,54,1,1,1,"M","25",""
"793"," 793","Laurel",,,46,1,1,1,"M","35",""
"794"," 794","Laurel",,36,,1,1,1,"M","18",""
"795"," 795","",,,,0,0,0,,,""
"796"," 796","Yanney",,,,0,0,0,"Prefer not to say",,""
"797"," 797","Laurel",44,44,44,1,1,1,"M","30",""
"798"," 798","Laurel",,46,,1,1,1,,,""
"799"," 799","Yanney",57,64,50,1,1,1,"F","30",""
"800"," 800","Yanney",54,54,54,1,1,1,"F","35","West"
"801"," 801","Yanney",52,52,52,1,1,1,"M","25","West"
"802"," 802","Yanney",60,54,66,1,1,1,"M","25",""
"803"," 803","Yanney",,,,0,0,0,"M","25",""
"804"," 804","Yanney",50,50,50,1,1,1,"M","30","Northeast"
"805"," 805","Laurel",39,40,38,1,1,1,"M","30",""
"806"," 806","Laurel",44,44,44,1,1,1,"F","30","Northeast"
"807"," 807","Yanney",,,54,1,1,1,"M","25","Northeast"
"808"," 808","Yanney",46,46,46,1,1,1,"M","30","Southwest"
"809"," 809","Laurel",36,40,32,1,1,1,"M","30",""
"810"," 810","Yanney",,,,0,0,0,"M","30",""
"811"," 811","Laurel",,60,,1,0,0,"M",,""
"812"," 812","Laurel",,60,,1,0,0,"M",,""
"813"," 813","Yanney",,,,0,0,0,"M","25","Midwest"
"814"," 814","Laurel",40,46,34,1,1,1,"M","30",""
"815"," 815","Yanney",,,,0,0,0,,,""
"816"," 816","",,,,0,0,0,,,""
"817"," 817","Yanney",,,,0,0,0,"M","25","Southeast"
"818"," 818","Yanney",,,,0,0,0,"M","30",""
"819"," 819","Yanney",61,62,60,1,1,1,"M","25","Northeast"
"820"," 820","Laurel",43,42,44,1,1,1,"M","25","Northeast"
"821"," 821","Laurel",,,,0,0,0,"M","25",""
"822"," 822","",51,58,44,1,1,1,"M","30",""
"823"," 823","Yanney",45,52,38,1,1,1,"M","30","West"
"824"," 824","Yanney",,,,1,0,0,"M","25",""
"825"," 825","Yanney",,,,0,0,0,"M","40",""
"826"," 826","Yanney",,,,0,0,0,"M","35",""
"827"," 827","Yanney",,,,0,0,0,"M","40",""
"828"," 828","Laurel",,,38,0,1,0,"M","25",""
"829"," 829","Yanney",,,,0,0,0,,,""
"830"," 830","Yanney",55,56,54,1,1,1,"M","25","Midwest"
"831"," 831","Laurel",,,,0,0,0,"F","40","Northeast"
"832"," 832","Laurel",41,44,38,1,1,1,"M","30",""
"833"," 833","Yanney",46,50,42,1,1,1,"M","25",""
"834"," 834","Yanney",,,,0,0,0,"M","25",""
"835"," 835","Yanney",47,50,44,1,1,1,"M","25","Southeast"
"836"," 836","Yanney",45,58,32,1,1,1,"M","35","West"
"837"," 837","Laurel",42,50,34,1,1,1,"M","25","Midwest"
"838"," 838","Laurel",39,44,34,1,1,1,"F","35",""
"839"," 839","Yanney",52,50,54,1,1,1,"M","25",""
"840"," 840","Laurel",,,36,0,1,0,"M","30","Midwest"
"841"," 841","Laurel",43,50,36,1,1,1,"M","35",""
"842"," 842","Laurel",44,42,46,1,1,1,"F","30",""
"843"," 843","Yanney",48,52,44,1,1,1,"M","25","Northeast"
"844"," 844","Yanney",42,46,38,1,1,1,"Prefer not to say",,"West"
"845"," 845","Laurel",,,32,0,1,0,"M","25",""
"846"," 846","Laurel",42,44,40,1,1,1,"M","25",""
"848"," 848","Yanney",,,,0,0,0,"M","45",""
"849"," 849","Laurel",40,42,38,1,1,1,"M","30","West"
"850"," 850","Yanney",,50,,1,0,0,"M","30",""
"851"," 851","Laurel",,,36,1,1,1,"M","35",""
"852"," 852","Yanney",42,50,34,1,1,1,"M","30",""
"853"," 853","Laurel",,,32,1,1,1,"M","30",""
"854"," 854","Yanney",56,56,56,1,1,1,"F","18",""
"855"," 855","Laurel",40,40,40,1,1,1,"M","40",""
"856"," 856","Yanney",,,,0,0,0,"M","35","Northeast"
"857"," 857","Yanney",,62,,1,0,0,"M","40",""
"858"," 858","Yanney",47,46,48,1,1,1,"M","30",""
"859"," 859","Yanney",50,50,50,1,1,1,"M","35","Hawaii, Alaska or other territory"
"860"," 860","Laurel",,,,1,0,0,"M","25",""
"861"," 861","Yanney",50,60,40,1,1,1,"M","30",""
"862"," 862","Yanney",58,66,50,1,1,1,"M","25",""
"863"," 863","Laurel",46,46,46,1,1,1,"M","30",""
"864"," 864","Yanney",,,,0,0,0,"M",,""
"865"," 865","Yanney",,,,0,0,0,"M","25","Southwest"
"866"," 866","Yanney",,,,0,0,0,"F","30",""
"867"," 867","Laurel",43,44,42,1,1,1,"M","25",""
"868"," 868","Yanney",,,,0,0,0,"M","25","Northeast"
"869"," 869","Laurel",,,60,1,1,1,"M","35",""
"870"," 870","Yanney",,,,0,0,0,"M","25",""
"871"," 871","Laurel",,66,,1,0,0,"M","25","Midwest"
"872"," 872","Yanney",,,,0,0,0,"M","35",""
"873"," 873","Yanney",52,54,50,1,1,1,"M","35","Southeast"
"874"," 874","Laurel",41,44,38,1,1,1,"M","35","Midwest"
"875"," 875","Laurel",,,,1,0,0,"M","25","Southwest"
"876"," 876","Laurel",,,38,0,1,0,"F","35",""
"877"," 877","Yanney",,54,,1,0,0,"M","25",""
"878"," 878","Yanney",48,56,40,1,1,1,"F","25",""
"879"," 879","Laurel",40,42,38,1,1,1,"F",,""
"880"," 880","Yanney",,,,0,0,0,"M","30",""
"881"," 881","Yanney",,,42,0,1,0,,"25",""
"882"," 882","Laurel",40,40,40,1,1,1,"M","25",""
